Wall time,Step,Value
1521468449.343141,0,0.095695361495018
1521468542.6658592,1,0.10331125557422638
1521468636.538977,2,0.12284768372774124
1521468728.3916283,3,0.2927152216434479
1521468818.9773662,4,0.38874173164367676
1521468916.5851889,5,0.4251655638217926
1521469009.0871403,6,0.44006621837615967
1521469100.2475193,7,0.4394039809703827
1521469191.118465,8,0.4501655697822571
1521469280.2761657,9,0.46009933948516846
1521469372.1468363,10,0.47516557574272156
1521469462.3352857,11,0.49403974413871765
1521469556.9189212,12,0.5079470276832581
1521469648.0320399,13,0.5223509669303894
1521469739.2582428,14,0.5354304909706116
1521469832.036572,15,0.5519867539405823
1521469925.0140462,16,0.565562903881073
1521470016.700463,17,0.5730132460594177
1521470105.7041435,18,0.5857616066932678
1521470196.068726,19,0.5912251472473145
1521470285.4766095,20,0.5965231657028198
1521470376.8719351,21,0.6038079261779785
1521470469.4611328,22,0.6071192026138306
1521470561.7210865,23,0.6130794882774353
1521470654.1501622,24,0.6153973340988159
1521470744.0123816,25,0.6168873906135559
1521470837.222024,26,0.6185430288314819
1521470928.4112,27,0.6198675632476807
1521471019.6533134,28,0.6223509907722473
1521471110.0800564,29,0.62649005651474
1521471199.6621025,30,0.6261589527130127
1521471293.02288,31,0.626324474811554
1521471385.0727127,32,0.6241722106933594
1521471477.3657155,33,0.6304636001586914
1521471570.1360698,34,0.6269867420196533
1521471661.0350604,35,0.6268212199211121
1521471752.9367855,36,0.6302980184555054
1521471841.7612698,37,0.62798011302948
1521471934.1203206,38,0.6314569711685181
1521472023.926672,39,0.629635751247406
1521472114.0731223,40,0.6332781314849854
1521472205.8592837,41,0.6324503421783447
1521472298.1730986,42,0.6341059803962708
1521472390.3590112,43,0.632615864276886
1521472481.8424127,44,0.6331126093864441
1521472575.8896759,45,0.6387417316436768
1521472666.436398,46,0.6370860934257507
1521472755.4620168,47,0.6367549896240234
1521472846.9254038,48,0.6350993514060974
1521472936.544447,49,0.6350993514060974
1521473028.872462,50,0.635927140712738
1521473122.1491656,51,0.6387417316436768
1521473214.6989772,52,0.6352648735046387
1521473306.7544515,53,0.6375827789306641
1521473395.980197,54,0.6355960369110107
1521473488.2931821,55,0.6347681879997253
1521473581.5828824,56,0.6387417316436768
1521473672.8581142,57,0.6399006843566895
1521473764.3845353,58,0.6379138827323914
1521473857.7542877,59,0.6372516751289368
1521473947.7606049,60,0.6375827789306641
1521474039.4431326,61,0.6379138827323914
1521474133.018883,62,0.6364238262176514
1521474225.3782983,63,0.6385761499404907
1521474316.2122233,64,0.6357616186141968
1521474407.3653789,65,0.6367549896240234
1521474499.5492833,66,0.6357616186141968
1521474591.2878642,67,0.6360927224159241
1521474681.2751741,68,0.6375827789306641
1521474771.6317523,69,0.6357616186141968
1521474862.6388018,70,0.635927140712738
1521474954.560516,71,0.6369205117225647
1521475047.6810942,72,0.6384105682373047
