Wall time,Step,Value
1521468449.343141,0,0.03692031651735306
1521468542.6658592,1,0.03977716714143753
1521468636.538977,2,0.049564242362976074
1521468728.3916283,3,0.12309582531452179
1521468818.9773662,4,0.1675596386194229
1521468916.5851889,5,0.18324178457260132
1521469009.0871403,6,0.19039195775985718
1521469100.2475193,7,0.1900544911623001
1521469191.118465,8,0.19383782148361206
1521469280.2761657,9,0.19834710657596588
1521469372.147837,10,0.20531505346298218
1521469462.3352857,11,0.21426135301589966
1521469556.9189212,12,0.22116738557815552
1521469648.0320399,13,0.22802656888961792
1521469739.2582428,14,0.2349148541688919
1521469832.036572,15,0.2423238754272461
1521469925.0140462,16,0.24849380552768707
1521470016.7014651,17,0.25353702902793884
1521470105.7041435,18,0.2593097686767578
1521470196.068726,19,0.26235419511795044
1521470285.4766095,20,0.26535752415657043
1521470376.8719351,21,0.26795294880867004
1521470469.4611328,22,0.2700124680995941
1521470561.7220871,23,0.2729206681251526
1521470654.1501622,24,0.27402424812316895
1521470744.0123816,25,0.2753771245479584
1521470837.222024,26,0.2763518989086151
1521470928.4112,27,0.2773006558418274
1521471019.6533134,28,0.27817702293395996
1521471110.081057,29,0.2793135941028595
1521471199.6631033,30,0.2799597382545471
1521471293.02288,31,0.28016480803489685
1521471385.0727127,32,0.2798011898994446
1521471477.3657155,33,0.2817613184452057
1521471570.1360698,34,0.2812088429927826
1521471661.0350604,35,0.2811766564846039
1521471752.9367855,36,0.2826838791370392
1521471841.7612698,37,0.28178122639656067
1521471934.1203206,38,0.2827133536338806
1521472023.926672,39,0.28222736716270447
1521472114.0731223,40,0.28338176012039185
1521472205.8592837,41,0.28336068987846375
1521472298.1730986,42,0.28366273641586304
1521472390.3590112,43,0.2834739685058594
1521472481.8424127,44,0.28405681252479553
1521472575.8896759,45,0.28502121567726135
1521472666.436398,46,0.2844282388687134
1521472755.4620168,47,0.28488028049468994
1521472846.9254038,48,0.28365227580070496
1521472936.544447,49,0.28408148884773254
1521473028.8734624,50,0.28447580337524414
1521473122.1491656,51,0.28463006019592285
1521473214.6999779,52,0.2839328646659851
1521473306.7544515,53,0.2841918170452118
1521473395.980197,54,0.2837456166744232
1521473488.2931821,55,0.2834101617336273
1521473581.5828824,56,0.28487929701805115
1521473672.8591151,57,0.28548258543014526
1521473764.385536,58,0.284292995929718
1521473857.7552886,59,0.2845030725002289
1521473947.7606049,60,0.2848959267139435
1521474039.4431326,61,0.2851192355155945
1521474133.018883,62,0.28431403636932373
1521474225.3782983,63,0.2851806581020355
1521474316.2122233,64,0.28402605652809143
1521474407.3653789,65,0.28433147072792053
1521474499.5492833,66,0.2842617928981781
1521474591.2878642,67,0.2838687300682068
1521474681.2751741,68,0.28506872057914734
1521474771.6317523,69,0.28409409523010254
1521474862.6388018,70,0.28445059061050415
1521474954.560516,71,0.2843293249607086
1521475047.6820948,72,0.28461045026779175
1521475141.0958285,73,0.2840787470340729
1521475235.8073843,74,0.285034716129303
1521475326.5832603,75,0.2854190468788147
1521475417.7734432,76,0.28470802307128906
1521475508.2130752,77,0.2851347327232361
1521475599.0459926,78,0.2844930589199066
