Wall time,Step,Value
1525666132.127896,0,0.2839801609516144
1525666273.56648,1,0.28315889835357666
1525666414.2545207,2,0.2847737669944763
1525666555.242972,3,0.286417156457901
1525666695.790121,4,0.28796514868736267
1525666836.796747,5,0.2873738706111908
1525666976.96641,6,0.2873873710632324
1525667117.147081,7,0.28566619753837585
1525667257.64298,8,0.2888457179069519
1525667397.8136435,9,0.28911757469177246
1525667538.2369957,10,0.29065409302711487
1525667678.307585,11,0.2918834388256073
1525667818.4665608,12,0.2901609241962433
1525667957.5934575,13,0.2899966835975647
1525668097.5939846,14,0.28997790813446045
1525668237.1161623,15,0.28871646523475647
1525668376.3751528,16,0.2902718186378479
1525668515.611124,17,0.28847694396972656
1525668655.028029,18,0.288511723279953
1525668793.9490137,19,0.2889793813228607
1525668933.2133868,20,0.2862294316291809
1525669072.3353012,21,0.28826385736465454
1525669211.3951647,22,0.2866041660308838
1525669350.792272,23,0.2885582447052002
1525669490.050282,24,0.28776904940605164
1525669631.265594,25,0.28879213333129883
1525669771.81774,26,0.2898622453212738
1525669911.7665937,27,0.2876342833042145
1525670051.0396104,28,0.2896946668624878
1525670190.8760183,29,0.29041120409965515
1525670330.6433873,30,0.29039713740348816
1525670470.689957,31,0.29098019003868103
1525670609.675758,32,0.2900763154029846
1525670749.0663903,33,0.28993380069732666
1525670888.6029527,34,0.2906884551048279
1525671028.964765,35,0.28908923268318176
1525671168.7261221,36,0.28862181305885315
1525671308.8447542,37,0.28720852732658386
1525671449.7729669,38,0.2900506854057312
1525671589.8265455,39,0.28999027609825134
1525671729.731023,40,0.29088741540908813
1525671870.94865,41,0.28863561153411865
1525672010.775403,42,0.28992128372192383
1525672150.3926594,43,0.2899109125137329
1525672289.973891,44,0.28877392411231995
1525672430.2226043,45,0.29301717877388
1525672570.7415137,46,0.2914898991584778
1525672714.7746172,47,0.290120005607605
1525672857.4042978,48,0.29038384556770325
1525672999.1154556,49,0.2922862768173218
1525673142.0711472,50,0.2903144657611847
1525673284.7106133,51,0.2889321744441986
1525673431.904381,52,0.2917153835296631
1525673576.3351457,53,0.2909437119960785
1525673723.1955204,54,0.2920511066913605
1525673870.335861,55,0.28879252076148987
1525674017.5779588,56,0.2901707589626312
1525674165.5312443,57,0.2903081178665161
1525674313.5575814,58,0.29082778096199036
1525674461.8691301,59,0.29017582535743713
1525674609.5031812,60,0.28981563448905945
1525674757.4849322,61,0.2915250360965729
1525674906.856523,62,0.2904471755027771
1525675056.1431994,63,0.2897203862667084
1525675204.2426372,64,0.28981757164001465
1525675353.7080684,65,0.29116612672805786
1525675501.4142194,66,0.29203522205352783
1525675651.4390533,67,0.29129916429519653
1525675804.296504,68,0.29273805022239685
1525675953.7085984,69,0.292109876871109
1525676099.5056612,70,0.29176342487335205
1525676244.3176744,71,0.2910756468772888
1525676389.031617,72,0.29222381114959717
1525676534.4890978,73,0.2921139597892761
1525676679.730421,74,0.29277580976486206
1525676826.1771543,75,0.2899545133113861
1525676972.580546,76,0.2919483184814453
1525677118.2125125,77,0.29194918274879456
1525677263.1526308,78,0.29219692945480347
1525677408.347939,79,0.291829913854599
1525677555.690798,80,0.2920844256877899
1525677703.1007109,81,0.2928351163864136
1525677851.250422,82,0.29205870628356934
1525678000.40381,83,0.2939068377017975
1525678148.9458976,84,0.2902105152606964
1525678298.1260943,85,0.2901689112186432
1525678447.1251602,86,0.29127731919288635
1525678597.9505475,87,0.2907238304615021
1525678748.1594954,88,0.2917821407318115
1525678896.695524,89,0.2934899926185608
1525679045.089369,90,0.29152363538742065
1525679194.1158154,91,0.2910839021205902
1525679340.9963481,92,0.29150599241256714
1525679488.6374316,93,0.2916187047958374
1525679636.416617,94,0.28997528553009033
1525679783.3601918,95,0.2926640510559082
1525679928.9044049,96,0.29012221097946167
1525680075.1896863,97,0.2897546589374542
1525680222.4047768,98,0.2910526990890503
1525680369.892731,99,0.2921067774295807
1525680516.0166926,100,0.29142042994499207
1525680664.4723477,101,0.29122093319892883
1525680812.172455,102,0.29020822048187256
1525680967.5517564,103,0.29199880361557007
1525681114.7295377,104,0.2903288006782532
1525681265.66041,105,0.2924550473690033
1525681413.7178216,106,0.29033249616622925
1525681564.4481704,107,0.2901862561702728
1525681711.467832,108,0.29038873314857483
1525681862.421342,109,0.29103830456733704
1525682009.7364986,110,0.29178914427757263
1525682159.9268286,111,0.2924030125141144
1525682307.6950235,112,0.29199400544166565
1525682456.8412218,113,0.29026931524276733
1525682606.7259514,114,0.2908421754837036
1525682754.674279,115,0.29057225584983826
1525682901.8010101,116,0.2901817858219147
1525683049.7375207,117,0.29075950384140015
1525683196.88455,118,0.2901197373867035
1525683344.029251,119,0.290226548910141
1525683492.0205672,120,0.2900066375732422
1525683641.3588552,121,0.2913740873336792
1525683789.7394512,122,0.29162776470184326
1525683939.5190697,123,0.29172781109809875
1525684086.919855,124,0.29179152846336365
1525684234.8005233,125,0.29130011796951294
1525684382.0613587,126,0.29125234484672546
1525684529.0790186,127,0.28956010937690735
1525684677.3045552,128,0.2909976541996002
1525684826.029454,129,0.291085809469223
1525684973.3673162,130,0.28997331857681274
1525685121.175812,131,0.29019200801849365
1525685268.6571088,132,0.2900184392929077
1525685415.9379148,133,0.2894159257411957
1525685563.5209439,134,0.2920767068862915
1525685711.0349238,135,0.29129624366760254
1525685859.554631,136,0.2902231812477112
1525686006.6647327,137,0.2911682724952698
1525686154.6223142,138,0.2913425862789154
1525686301.695409,139,0.2913394868373871
1525686450.0890696,140,0.2905498445034027
1525686596.6974325,141,0.29085883498191833
1525686743.8642054,142,0.28902485966682434
1525686890.3815029,143,0.28978052735328674
1525687036.776551,144,0.2907179296016693
1525687182.4264765,145,0.29000961780548096
1525687327.6771533,146,0.28968051075935364
1525687472.7603624,147,0.29128140211105347
1525687617.5993993,148,0.290706068277359
1525687763.6032798,149,0.29091665148735046
1525687909.2428956,150,0.29070159792900085
1525688056.4671912,151,0.2903216481208801
1525688201.6667113,152,0.29100072383880615
1525688347.076528,153,0.2906656563282013
1525688492.7681901,154,0.2918849289417267
1525688637.3930984,155,0.28932446241378784
